ICAOCode, AirportName,Altitude,City,Country,IATACode,LatitudeDecimalDegrees,LatitudeDegrees,LatitudeDirection,LatitudeMinutes,LatitudeSeconds,LongitudeDecimalDegrees,LongitudeDegrees,LongitudeDirection,LongitudeMinutes,LongitudeSeconds
VTSG,KRABI,25.0,KRBI,THAILAND,,8.099,8.0,N,5.0,56.0,98.986,98.0,E,59.0,10.0
VTSH,SONGKHLA,4.0,SONGKHLA,THAILAND,,7.186,7.0,N,11.0,11.0,100.60799999999999,100.0,E,36.0,28.0
VTSK,PATTANI,3.0,PATTANI,THAILAND,PAN,6.785,6.0,N,47.0,7.0,101.15299999999999,101.0,E,9.0,12.0
VTSM,SAMUI,20.0,SURAT THANI,THAILAND,,9.548,9.0,N,32.0,52.0,100.06200000000001,100.0,E,3.0,44.0
VTSN,CHA IAN,14.0,NAKHON SI THAMMARAT,THAILAND,NST,8.471,8.0,N,28.0,16.0,99.956,99.0,E,57.0,20.0
VTSO,,0.0,SURAT THANI,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTSP,PHUKET INTERNATIONAL,25.0,PHUKET,THAILAND,HKT,8.113,8.0,N,6.0,47.0,98.31700000000001,98.0,E,19.0,0.0
VTSR,RANONG,18.0,RANONG,THAILAND,,9.777999999999999,9.0,N,46.0,39.0,98.585,98.0,E,35.0,7.0
VTSS,HAT YAI INTERNATIONAL,28.0,SONGKHLA,THAILAND,HDY,6.933,6.0,N,55.0,59.0,100.39299999999999,100.0,E,23.0,34.0
VTST,TRANG,21.0,TRANG,THAILAND,TST,7.5089999999999995,7.0,N,30.0,31.0,99.616,99.0,E,36.0,59.0
VTSY,YALA,16.0,YA LA,THAILAND,,6.527,6.0,N,31.0,36.0,101.242,101.0,E,14.0,31.0
VTUA,,0.0,KALASIN,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUB,,0.0,BAKHON PHANOM,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUC,,0.0,CHAIYAPHUM,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUD,UDON THANI,177.0,UDON THANI,THAILAND,UTH,17.386,17.0,N,23.0,11.0,102.788,102.0,E,47.0,17.0
VTUE,,0.0,SAKON NAKHON,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUF,,0.0,SAKON NAKHON,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUG,,0.0,CHAIYAPHUM,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUI,SAKON NAKHON,162.0,SAKON NAKHON,THAILAND,SNO,17.195,17.0,N,11.0,42.0,104.119,104.0,E,7.0,7.0
VTUJ,SURIN,15.0,SURIN,THAILAND,,14.869000000000002,14.0,N,52.0,9.0,103.48899999999999,103.0,E,29.0,20.0
VTUL,LOEI,263.0,LOEI,THAILAND,LOE,17.439,17.0,N,26.0,20.0,101.72200000000001,101.0,E,43.0,19.0
VTUM,,0.0,NONGKHAI,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUN,KHORAT,223.0,NAKHON RATCHASIMA,THAILAND,NAK,14.934000000000001,14.0,N,56.0,3.0,102.079,102.0,E,4.0,43.0
VTUP,NAKHON PHANOM,138.0,NAKHON PHANOM,THAILAND,KOP,17.412,17.0,N,24.0,45.0,104.777,104.0,E,46.0,38.0
VTUR,,0.0,ROI ET,THAILAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUT,,0.0,UBON RATCHATHANI,THAILAND,UBP,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VTUW,NAKHON PHANOM,179.0,NAKHON PHANOM,THAILAND,,17.384,17.0,N,23.0,1.0,104.64299999999999,104.0,E,38.0,34.0
VTUZ,,0.0,KHON KAEN,THAILAND,KKC,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVAL,,0.0,ANLOC,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVBM,,0.0,BUONMETHUOT,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVCB,,0.0,CAOBANG,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVCI,,0.0,CATBI,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVCR,,0.0,CAMRANH,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVCS,,0.0,CONSON,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVCT,,0.0,CANTHO,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVDB,,0.0,DIENBIENPHU,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVDL,,0.0,DALAT,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVDN,DANANG INTERNATIONAL,11.0,DANANG,VIET NAM,DAD,16.044,16.0,N,2.0,38.0,108.199,108.0,E,11.0,57.0
VVGL,,0.0,HANOI,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVKP,,0.0,KEP,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVLK,,0.0,LADKAY,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVNB,NOIBAI INTERNATIONAL,12.0,HANOI,VIET NAM,HAN,21.221999999999998,21.0,N,13.0,18.0,105.806,105.0,E,48.0,20.0
VVNS,,0.0,NASAN,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVNT,NHA TRANG AIRPORT,7.0,NHATRANG,VIET NAM,NHA,12.218,12.0,N,13.0,5.0,109.2,109.0,E,12.0,0.0
VVPB,,0.0,HUE,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVPC,,0.0,PHUCAT,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVPK,,0.0,PLEIKU,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVPQ,,0.0,PHUQUOC,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVPT,,0.0,PHANTHIET,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVQN,,0.0,QUINHON,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVRG,,0.0,RACHGIA,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVTS,TANSONNHAT INTERNATIONAL,11.0,HO CHI MINH CITY,VIET NAM,SGN,10.82,10.0,N,49.0,12.0,106.662,106.0,E,39.0,42.0
VVVH,,0.0,VINH,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VVVT,,0.0,VUNGTAU,VIET NAM,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYAN,,0.0,ANN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYAS,,0.0,ANISAKAN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYBG,BAGAN,92.0,BAGAN,MYANMAR,,21.182,21.0,N,10.0,55.0,94.929,94.0,E,55.0,45.0
VYBM,BANMAW,113.0,BANMAW,MYANMAR,,24.269000000000002,24.0,N,16.0,8.0,97.24600000000001,97.0,E,14.0,46.0
VYBO,,0.0,BAGO,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYBP,,0.0,BOKEPYN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYCI,COCO ISLAND,7.0,COCO ISLAND,MYANMAR,,14.140999999999998,14.0,N,8.0,29.0,93.368,93.0,E,22.0,6.0
VYDW,DAWEI,26.0,DAWEI,MYANMAR,,14.097999999999999,14.0,N,5.0,53.0,98.20200000000001,98.0,E,12.0,6.0
VYGG,,0.0,GANTGAW,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYGW,,0.0,GWA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYHB,,0.0,HMAWBY,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYHH,HEHO,1186.0,HEHO,MYANMAR,HEH,20.743000000000002,20.0,N,44.0,35.0,96.792,96.0,E,47.0,30.0
VYHL,,0.0,HOMMALIN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYHN,,0.0,HTILIN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYHT,,0.0,HINTHADA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYKG,KENGTUNG,853.0,KENGTUNG,MYANMAR,KET,21.301,21.0,N,18.0,2.0,99.637,99.0,E,38.0,12.0
VYKH,,0.0,KHATAR,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYKI,,0.0,KANTI,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYKL,KALAY,153.0,KALAY,MYANMAR,,23.189,23.0,N,11.0,19.0,94.051,94.0,E,3.0,3.0
VYKP,KYAUKPYU,7.0,KYAUKPYU,MYANMAR,KYP,19.427,19.0,N,25.0,36.0,93.53399999999999,93.0,E,32.0,4.0
VYKT,KAWTHOUNG,55.0,KAWTHOUNG,MYANMAR,,10.049,10.0,N,2.0,57.0,98.538,98.0,E,32.0,16.0
VYKU,,0.0,KYAUKTU,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYLK,LOIKAW,897.0,LOIKAW,MYANMAR,,19.692,19.0,N,41.0,32.0,97.215,97.0,E,12.0,53.0
VYLN,,0.0,LONEKIN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYLO,,0.0,LANGKHO,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYLS,LASHIO,747.0,LASHIO,MYANMAR,LSH,22.976999999999997,22.0,N,58.0,39.0,97.75200000000001,97.0,E,45.0,8.0
VYLY,LANYWA,54.0,LANYWA,MYANMAR,,20.94,20.0,N,56.0,25.0,94.822,94.0,E,49.0,21.0
VYMA,,0.0,MYOUNGMYA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMD,MANDALAY INTERNATIONAL,92.0,MANDALAY,MYANMAR,MDL,21.701999999999998,21.0,N,42.0,7.0,95.978,95.0,E,58.0,40.0
VYME,MYEIK,23.0,MYEIK,MYANMAR,MGZ,12.443,12.0,N,26.0,36.0,98.62100000000001,98.0,E,37.0,16.0
VYMG,,0.0,MYINGYAN,MYANMAR,MGZ,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMH,,0.0,MONG HPAYAK,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMI,,0.0,MONGYAI,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMK,MYITKYINA,145.0,MYITKYINA,MYANMAR,MYT,25.383000000000003,25.0,N,22.0,57.0,97.353,97.0,E,21.0,10.0
VYML,,0.0,MEIKTILA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMM,MAWLAMYINE,46.0,MAWLAMYINE,MYANMAR,,16.445,16.0,N,26.0,41.0,97.661,97.0,E,39.0,38.0
VYMN,,0.0,MANAUNG,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMO,MOMEIK,183.0,MOMEIK,MYANMAR,,23.092,23.0,N,5.0,33.0,96.645,96.0,E,38.0,42.0
VYMP,,0.0,MONGPYIN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMS,MONGHSAT,572.0,MONG HSAT,MYANMAR,MOG,20.517,20.0,N,31.0,0.0,99.257,99.0,E,15.0,24.0
VYMT,,0.0,MONG TONG,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMU,,0.0,MAYUK,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMW,,0.0,MAGWAY,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYMY,,0.0,MONYWAR,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYNM,,0.0,NAUNGMOM,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYNP,NAMPONG,144.0,NAMPONG,MYANMAR,,25.354,25.0,N,21.0,15.0,97.295,97.0,E,17.0,42.0
VYNS,NAMSANG,945.0,NAMSANG,MYANMAR,,20.89,20.0,N,53.0,24.0,97.736,97.0,E,44.0,10.0
VYNT,,0.0,NAMTU,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPA,HPA AN,46.0,HPA-AN,MYANMAR,,16.894000000000002,16.0,N,53.0,40.0,97.675,97.0,E,40.0,31.0
VYPB,,0.0,PHONNGBYN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPE,,0.0,PALETWA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPI,,0.0,PEARL ISLAND,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPK,,0.0,PAUK,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPL,,0.0,PINLEBU,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPN,PATHEIN,7.0,PATHEIN,MYANMAR,,16.813,16.0,N,48.0,46.0,94.775,94.0,E,46.0,31.0
VYPP,,0.0,HPAPUN,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPT,PUTAO,458.0,PUTAO,MYANMAR,PBU,27.33,27.0,N,19.0,47.0,97.426,97.0,E,25.0,34.0
VYPU,,0.0,PAKHOKKU,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPW,,0.0,PALAW,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYPY,PYAY,37.0,PYAY,MYANMAR,,18.824,18.0,N,49.0,28.0,95.266,95.0,E,15.0,57.0
VYSA,,0.0,SAW,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYSB,,0.0,SHINBWEYANG,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYSL,,0.0,SALINGYI,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYSO,,0.0,SIDOKTAYA,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYST,SHANTE,193.0,SHANTE,MYANMAR,,20.941999999999997,20.0,N,56.0,30.0,95.914,95.0,E,54.0,52.0
VYSW,SITTWE,9.0,SITTWE,MYANMAR,AKY,20.133,20.0,N,7.0,57.0,92.87200000000001,92.0,E,52.0,21.0
VYTD,THANDWE,7.0,THANDWE,MYANMAR,SNW,18.461,18.0,N,27.0,38.0,94.29899999999999,94.0,E,17.0,58.0
VYTL,TACHILEK,391.0,TACHILEK,MYANMAR,THL,20.484,20.0,N,29.0,1.0,99.935,99.0,E,56.0,7.0
VYTN,,0.0,TANAI,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYTO,TAUNGOO,46.0,TAUNGOO,MYANMAR,,19.031,19.0,N,1.0,52.0,96.40100000000001,96.0,E,24.0,5.0
VYTY,,0.0,TANYANG,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYYE,,0.0,YE,MYANMAR,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
VYYY,YANGON INTERNATIONAL,34.0,YANGON,MYANMAR,RGN,16.907,16.0,N,54.0,26.0,96.133,96.0,E,7.0,59.0
WAAA,HASANUDDIN,15.0,UJUNG PANDANG,INDONESIA,UPG,-5.062,5.0,S,3.0,42.0,119.554,119.0,E,33.0,14.0
WAAB,,0.0,BAU BAU,INDONESIA,BUW,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAG,,0.0,MALIMPUNG,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAI,,0.0,MALILI,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAJ,,0.0,MAMUJU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAL,PONGGALUKU,153.0,PONGGALUKU,INDONESIA,,-4.317,4.0,S,19.0,0.0,122.46700000000001,122.0,E,28.0,0.0
WAAM,ANDI JEMMA,50.0,MASAMBA,INDONESIA,,-2.5580000000000003,2.0,S,33.0,28.0,120.324,120.0,E,19.0,27.0
WAAP,,0.0,KOLAKA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAR,,0.0,RAHA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAAS,SOROAKO,424.0,SOROAKO,INDONESIA,,-2.529,2.0,S,31.0,46.0,121.35700000000001,121.0,E,21.0,26.0
WAAT,PONGTIKU,826.0,MAKALE,INDONESIA,,-3.045,3.0,S,2.0,42.0,119.822,119.0,E,49.0,18.0
WAAU,WOLTER MONGINSIDI,55.0,KENDARI,INDONESIA,KDI,-4.082,4.0,S,4.0,56.0,122.417,122.0,E,25.0,0.0
WABB,FRANS KAISIEPO,15.0,BIAK,INDONESIA,BIK,-1.19,1.0,S,11.0,24.0,136.108,136.0,E,6.0,28.0
WABD,,0.0,MOANAMANI,INDONESIA,ONI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABF,,0.0,NUMFOR,INDONESIA,FOO,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABG,,0.0,WAGHETE,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABI,NABIRE,7.0,NABIRE,INDONESIA,NBX,-3.3680000000000003,3.0,S,22.0,5.0,135.496,135.0,E,29.0,47.0
WABL,,0.0,ILAGA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABN,,0.0,KOKONAU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABO,,0.0,SERUI,INDONESIA,ZRI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABP,MOSES KILANGIN,32.0,TIMIKA,INDONESIA,TIM,-4.5280000000000005,4.0,S,31.0,41.0,136.887,136.0,E,53.0,14.0
WABT,,0.0,ENAROTALI,INDONESIA,EWI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABU,,0.0,BIAK,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WABW,,0.0,WAREN,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJA,,0.0,ARSO,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJB,,0.0,BOKONDINI,INDONESIA,BUI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJD,,0.0,WAKDE,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJI,,0.0,SARMI,INDONESIA,ZRM,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJJ,SENTANI,89.0,JAYAPURA,INDONESIA,DJJ,-2.577,2.0,S,34.0,37.0,140.516,140.0,E,30.0,58.0
WAJK,,0.0,KIWIROK,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJL,,0.0,LEREH,INDONESIA,LHI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJM,,0.0,MULIA,INDONESIA,LII,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJO,,0.0,OKSIBIL,INDONESIA,OKL,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJR,,0.0,WARIS,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJS,,0.0,SENGGEH,INDONESIA,SEH,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJU,,0.0,UBRUB,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAJW,WAMENA,1550.0,WAMENA,INDONESIA,WMX,-4.096,4.0,S,5.0,46.0,138.952,138.0,E,57.0,9.0
WAKA,,0.0,AKIMUGA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKD,,0.0,MINDIPTANAH,INDONESIA,MDP,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKE,,0.0,BADE,INDONESIA,BXD,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKG,,0.0,AGATS,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKH,,0.0,ABOHOY,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKK,MOPAH,4.0,MERAUKE,INDONESIA,MKQ,-8.52,8.0,S,31.0,13.0,140.418,140.0,E,25.0,6.0
WAKO,,0.0,OKABA,INDONESIA,OKQ,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKP,,0.0,KEPI,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAKT,,0.0,TANAH MERAH,INDONESIA,TMH,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMA,,0.0,GALELA,INDONESIA,GLX,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMB,,0.0,KOTAMUBAGU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMC,,0.0,TENTENA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMD,,0.0,JAILOLO,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMG,JALALUDDIN,18.0,GORONTALO,INDONESIA,GTO,0.637,0.0,N,38.0,12.0,122.852,122.0,E,51.0,7.0
WAMH,NAHA,5.0,TAHUNA,INDONESIA,,3.6830000000000003,3.0,N,40.0,59.0,125.52799999999999,125.0,E,31.0,40.0
WAMI,,0.0,TOLI TOLI,INDONESIA,TLI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMK,,0.0,KAO,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAML,MUTIARA,87.0,PALU,INDONESIA,PLW,-0.9179999999999999,0.0,S,55.0,6.0,119.90899999999999,119.0,E,54.0,34.0
WAMM,SAM RATULANGI,83.0,MANADO,INDONESIA,MDC,1.5490000000000002,1.0,N,32.0,57.0,124.926,124.0,E,55.0,35.0
WAMN,,0.0,MELANGGUANE,INDONESIA,MNA,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMP,KASIGUNCU,54.0,POSO,INDONESIA,PSJ,-1.4169999999999998,1.0,S,25.0,0.0,120.65700000000001,120.0,E,39.0,27.0
WAMQ,,0.0,BADA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMR,,0.0,MOROTAI ISLAND,INDONESIA,OTI,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMT,BABULLAH,15.0,TERNATE,INDONESIA,TTE,0.8320000000000001,0.0,N,49.0,55.0,127.381,127.0,E,22.0,50.0
WAMU,,0.0,WUASA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAMW,BUBUNG,18.0,LUWUK,INDONESIA,LUW,-1.0390000000000001,1.0,S,2.0,20.0,122.772,122.0,E,46.0,18.0
WAPA,,0.0,AMAHAI,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPB,,0.0,BULA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPC,,0.0,BANDA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPD,,0.0,DOBO,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPE,,0.0,MANGOLE,INDONESIA,MAL,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPH,,0.0,LABUHU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPI,,0.0,SAUMLAKI,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPL,DUMATUBIN,4.0,LANGGUR,INDONESIA,,-5.6610000000000005,5.0,S,39.0,41.0,132.731,132.0,E,43.0,53.0
WAPN,,0.0,SANANA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPP,PATTIMURA,11.0,AMBON,INDONESIA,AMQ,-3.7089999999999996,3.0,S,42.0,32.0,128.09,128.0,E,5.0,24.0
WAPR,,0.0,NAMELA,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPS,,0.0,SELARU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WAPT,,0.0,TALIABU,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASB,,0.0,STEENKOL,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASC,,0.0,RANSIKI,INDONESIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASE,,0.0,KEBAR,INDONESIA,KEQ,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASF,,0.0,FAK FAK,INDONESIA,FKQ,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASI,,0.0,INANWATAN,INDONESIA,INX,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASK,KAIMANA,5.0,KAIMANA,INDONESIA,KNG,-3.6439999999999997,3.0,S,38.0,38.0,133.695,133.0,E,41.0,43.0
WASM,,0.0,MERDEI,INDONESIA,RDE,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASO,,0.0,BABO,INDONESIA,BXB,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
WASR,RENDANI,5.0,MANOKWARI,INDONESIA,MKW,-0.88,0.0,S,52.0,48.0,134.05,134.0,E,3.0,1.0
