Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
2020-02-13,WQ3518,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h27m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-13,WQ3519,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 17:37 MST,04h05m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-13,WQ3556,Guatemala City (GUA/MGGT),14:55 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,02h20m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-14,WQ3509,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed 16:13 MST,04h02m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-14,WQ3508,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h51m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-17,WQ3534,Guatemala City (GUA/MGGT),12:40 CST,"Brownsville, TX (BRO/KBRO)",,B733,Landed,01h59m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-17,WQ3533,"El Paso, TX (ELP/KELP)",,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-19,WQ3540,"Houston, TX (IAH/KIAH)",08:15 CST,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,02h24m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Houston, TX",IAH,KIAH
2020-02-19,WQ3577,"Alexandria, LA (AEX/KAEX)",07:05 CST,Guatemala City (GUA/MGGT),,B734 (N418US),Landed,02h35m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-02-19,WQ3541,Guatemala City (GUA/MGGT),12:05 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N627SW),Landed,02h09m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-20,WQ3583,Guatemala City (GUA/MGGT),14:15 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,02h31m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-20,WQ3518,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,03h14m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-20,WQ3585,"Phoenix, AZ (AZA/KIWA)",08:05 MST,Guatemala City (GUA/MGGT),,B734 (N418US),Landed,03h49m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-20,WQ3519,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B738 (N276EA),Landed 17:37 MST,03h51m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-21,WQ3506,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,03h42m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-21,WQ3507,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N531AU),Landed,04h16m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-24,WQ3535,Guatemala City (GUA/MGGT),13:10 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N627SW),Landed,02h14m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-24,WQ3534,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,03h15m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-26,WQ3567,Guatemala City (GUA/MGGT),12:00 CST,"Alexandria, LA (AEX/KAEX)",,B733 (N626SW),Landed,02h37m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-26,WQ3566,"Houston, TX (IAH/KIAH)",08:10 CST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,02h25m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Houston, TX",IAH,KIAH
2020-02-26,WQ3503,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B738 (N624XA),Landed,03h41m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-26,WQ3504,Guatemala City (GUA/MGGT),,"Phoenix, AZ (AZA/KIWA)",,B738 (N624XA),Landed,01h47m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-27,WQ3520,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N531AU),Landed,04h20m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-27,WQ3530,Guatemala City (GUA/MGGT),12:10 CST,"Phoenix, AZ (AZA/KIWA)",,B738 (N276EA),Landed,04h21m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
