ERO-LESA Statistical Tracking Unit,,,,,,
For Official Use Only (FOUO)/Pre-decisional,,,,,,
UW v. DHS - ICE Productions,,,,,,
Please review the last tab for footnotes.,,,,,,
,,,,,,
FY2012 - FY2019 YTD (01/01/2012 - 07/06/2019) Other ICE Removals for the Seattle Area of Responsibility,,,,,,
Departed Date,Date of Birth,Gender,Country of Citizenship,Event Number,Most Serious Conviction,Case Category
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),"Conspiracy [use when no underlying offense, such as 18 U.S.C. SEC. 371]",[11] Administrative Deportation / Removal
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Rape - Strongarm,[11] Administrative Deportation / Removal
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Burglary,[16] Reinstated Final Order
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Sex Assault,[16] Reinstated Final Order
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Heroin - Sell,[16] Reinstated Final Order
1/2/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),Traffic Offense,[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/3/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/4/2013,"(b)(6),(b)(7)(c )",Male,"MICRONESIA, FEDERATED STATES OF",(b)(7)(E ),Cocaine - Possession,[3] Deportable - Administratively Final Order
1/6/2013,"(b)(6),(b)(7)(c )",Female,UKRAINE,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/7/2013,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),Trespassing,[16] Reinstated Final Order
1/8/2013,"(b)(6),(b)(7)(c )",Male,PERU,(b)(7)(E ),Traffic Offense,[3] Deportable - Administratively Final Order
1/8/2013,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[16] Reinstated Final Order
1/8/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/8/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Liquor - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/8/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/8/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/8/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/8/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Robbery,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Robbery,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Possession,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Narcotic Equip - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Traffic Offense,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Driving Under Influence Liquor,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Marijuana - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Smuggling Aliens,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Sell,[3] Deportable - Administratively Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Heroin - Sell,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Dangerous Drugs,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Possession Of Weapon,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Cocaine - Smuggle,[11] Administrative Deportation / Removal
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Licensing Violation,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),Larceny,[3] Deportable - Administratively Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Simple Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Sell,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Rape - Remarks,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Disorderly Conduct,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Traffic Offense,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Possession Of Weapon,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Weapon Offense,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,PERU,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Hit and Run,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Marijuana - Sell,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Hit and Run,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Indecent Exposure,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Cruelty Toward Child,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Cocaine - Possession,[8E] Inadmissible - ICE Fugitive
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Harassing Communication,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),Damage Property,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Marijuana - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Simple Assault,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Fraud,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Trespassing,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8E] Inadmissible - ICE Fugitive
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Harassing Communication,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Smuggling Aliens,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Possession Of Weapon,[11] Administrative Deportation / Removal
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Trespassing,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Obstruct Police,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Rape - Remarks,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8E] Inadmissible - ICE Fugitive
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Sex Assault - Sodomy-Girl-Strongarm,[11] Administrative Deportation / Removal
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Sell,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Liquor - Possession,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Fraud,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Sex Assault - Carnal Abuse,[11] Administrative Deportation / Removal
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Hit and Run,[8E] Inadmissible - ICE Fugitive
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Sex Assault,[11] Administrative Deportation / Removal
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Assault,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Hit and Run,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[9] VR Under Safeguards
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Possession,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[16] Reinstated Final Order
1/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/10/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/10/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/10/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[3] Deportable - Administratively Final Order
1/11/2013,"(b)(6),(b)(7)(c )",Male,EGYPT,(b)(7)(E ),Domestic Violence,[2A] Deportable - Under Adjudication by IJ
1/11/2013,"(b)(6),(b)(7)(c )",Male,SAUDI ARABIA,(b)(7)(E ),Marijuana - Sell,[3] Deportable - Administratively Final Order
1/12/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[16] Reinstated Final Order
1/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Sex Assault,[16] Reinstated Final Order
1/13/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Domestic Violence,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/14/2013,"(b)(6),(b)(7)(c )",Male,UNITED KINGDOM,(b)(7)(E ),Sex Assault,[3] Deportable - Administratively Final Order
1/14/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/15/2013,"(b)(6),(b)(7)(c )",Male,FIJI,(b)(7)(E ),Assault,[3] Deportable - Administratively Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,PHILIPPINES,(b)(7)(E ),Drug Possession,[3] Deportable - Administratively Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Traffic Offense,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/16/2013,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Possession Of Weapon,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[16] Reinstated Final Order
1/16/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/16/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[16] Reinstated Final Order
1/17/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/17/2013,"(b)(6),(b)(7)(c )",Male,ARGENTINA,(b)(7)(E ),Domestic Violence,[3] Deportable - Administratively Final Order
1/18/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/18/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Driving Under Influence Liquor,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/19/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Forgery,[16] Reinstated Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[16] Reinstated Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Larceny,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Sell,[11] Administrative Deportation / Removal
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Homicide,[3] Deportable - Administratively Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Hit and Run,[16] Reinstated Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[9] VR Under Safeguards
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Stolen Vehicle,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Drug Trafficking,[3] Deportable - Administratively Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Dangerous Drugs,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Hit and Run,[16] Reinstated Final Order
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Cocaine - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Amphetamine - Possession,[8C] Excludable / Inadmissible - Administrative Final Order Issued
1/21/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8C] Excludable / Inadmissible - Administrative Final Order Issued
